task,duration,hours,confidence,interest,severity,years of experience,team size,,,,,
Milestone-Goal: No error message is displayed when inputting an invisible character on the title,6780000.0,6.0,9.0,9.0,1,2.2642026009582500,55,,,,,
Operations - Cards: Manage assignees button does not function,7126000.0,6.0,9.0,9.0,1,2.2642026009582500,45,,,,,
Boards: Overlapping of Milestone options in Filter cards,6160000.0,16.0,10.0,10.0,1,1.73305954825462,33,,,,,
Feature Milestones: Add a success alert message when adding a lead to a milestone,3747000.0,8.0,80.0,100.0,1,1.2785763175906900,55,,,,,
Boards: Allowing to search using lowercase in filter cards,3360000.0,4.0,5.0,5.0,1,1.2785763175906900,55,,,,,
Boards - Goal Milestones: Adding criteria in editing a milestone results to undefined,21916792.0,10.0,98.0,100.0,1,1.5003422313483900,27,,,,,
Feature Milestones-Assessments: No Empty State is displayed when searching for a non-existent member,9060000.0,8.0,80.0,100.0,1,1.2785763175906900,55,,,,,
Card - Activity: Scroll bar does not automatically scroll down to the latest activity recorded,9660000.0,6.0,9.0,9.0,1,2.2642026009582500,55,,,,,
Boards : Removing a member from a card is not functioning,13680000.0,10.0,95.0,100.0,1,1.5003422313483900,45,,,,,
Milestones: Change the default dropdown status displayed on the Feature Milestone,4680000.0,4.0,5.0,5.0,1,2.2806297056810400,55,,,,,
Forms: Pending Answer status is observed for already answered generic form,4860000.0,9.0,100.0,100.0,1,1.5003422313483900,55,,,,,
Boards - Cards: Save Button should be Disabled/should not Appear Active when changes have not been Made,6020000.0,4.0,5.0,5.0,1,2.2806297056810400,55,,,,,
Boards - Settings: Remove the horizontal line,1274101.0,2.0,90.0,100.0,1,1.1827515400410700,49,,,,,
Command boards bugfixing: Removing Choices,1524000.0,4.0,5.0,5.0,1,2.0752908966461300,45,,,,,
Command boards: Fix Minor bugs,10053000.0,20.0,90.0,90.0,1,2.0752908966461300,45,,,,,
Settings-Personal Information: Invalid phone numbers will be broken to the next line.,27196136.0,10.0,10.0,10.0,1,3.780971937029430,17,,,,,
|Employment-Contracts: Civil Status,10020000.0,16.0,8.0,7.0,1,3.800136892539360,17,,,,,
Settings-About Application: A close button is displayed instead of a back button.,3961000.0,8.0,8.0,9.0,1,3.8193018480492800,17,,,,,
Settings-Personal Information: Sex options are placed within the dropdown field,3250956.0,3.0,8.0,8.0,1,2.841889117043120,17,,,,,
Forms: Search bar doesn't work on the Missed Section,2340000.0,12.0,8.0,8.0,1,3.800136892539360,17,,,,,
Timelog: Only one error notification should be displayed.,7260000.0,8.0,8.0,8.0,1,3.8193018480492800,17,,,,,
Platform Settings- Desktop configuration : Employees cannot be added,3542000.0,4.0,5.0,5.0,1,5.218343600273790,35,,,,,
Boards - Cards: Add a drag feature to reorder subtasks,7200000.0,16.0,80.0,100.0,1,2.2477754962354600,49,,,,,
Boards: Can edit a card under the Done Column,4260000.0,8.0,90.0,90.0,1,1.2785763175906900,55,,,,,
Jobs Board - Job Offers Column: On Hold Job Offers should be displayed as a Non-Interactable Card,3877000.0,8.0,80.0,80.0,1,2.2477754962354600,49,,,,,
|Administration - Requests: Modify the confirmation modal's icon color,4998000.0,8.0,90.0,90.0,1,1.2813141683778200,49,,,,,
Desktop app-Report an Issue: Add previous and next button in viewing multiple attachments,7380000.0,10.0,8.0,8.0,1,1.78507871321013,13,,,,,
|Desktop App: Adding,6677998.0,15.0,7.0,7.0,1,2.2477754962354600,13,,,,,
Scalema - Trusted Partners - Client Queries: State the reason of rejection when opening the card,49283570.0,4.0,5.0,5.0,1,2.113620807665980,49,,,,,
Administration - Contracts: Empty state message seen on pages having contracts,3807000.0,4.0,5.0,5.0,1,1.111567419575630,35,,,,,
Administration-Templates: Change the text description of the blue button in creating a new template,5764000.0,4.0,10.0,10.0,1,2.113620807665980,35,,,,,
Organization: Use PeoplePickerSimple when selecting HR Admins and Employees in new employment policy modal,12615000.0,12.0,8.0,8.0,1,2.2477754962354600,49,,,,,
Administration-Onboarding: Change the text description of the blue button in creating an onboarding configuration,1296716.0,4.0,10.0,10.0,1,2.113620807665980,35,,,,,
Administration-Departments: Change the text description of the blue button in creating a department,4862712.0,3.0,10.0,10.0,1,2.113620807665980,35,,,,,
Platform Settings: Long Title is not truncated,3159951.0,4.0,10.0,10.0,1,3.3401779603011600,35,,,,,
Administration - Schedule Templates : Some employees attached to a schedule template are missing,7973199.0,16.0,8.0,9.0,1,1.7467488021902800,39,,,,,
Command Boards: Templating: Handler's Card,11820000.0,16.0,100.0,100.0,1,2.108145106091720,45,,,,,
Command Boards: Templating: Handler Forwarding,13301639.0,24.0,100.0,100.0,1,2.108145106091720,45,,,,,
Command Boards: Templating: Email confirmation for Issuer,7374028.0,16.0,80.0,100.0,1,1.2785763175906900,45,,,,,
Command Boards: Templating: Issuer's For Review Prompt,6186000.0,16.0,70.0,100.0,1,1.2785763175906900,45,,,,,
Command Boards: Templating: Multi-Channel Activity Panel,20526000.0,24.0,100.0,100.0,1,2.108145106091720,45,,,,,
Board: Add a confirmation modal when archiving a card,7950627.0,5.0,8.0,8.0,1,1.9219712525667400,49,,,,,
Milestones - Feature Milestone: Align the toolbar and the header,4560000.0,3.0,90.0,100.0,1,1.1827515400410700,49,,,,,
Migrate to HQZen: Employment Page - My Job,192692251.0,4.0,5.0,5.0,1,5.429158110882960,49,,,,,
Boards: Milestones - Executive Cannot Close an empty Feature Milestone,2340542.0,4.0,5.0,5.0,1,1.4428473648186200,45,,,,,
Migrate to HQZen: Employment Page - Leaves,169205199.0,4.0,5.0,5.0,1,5.429158110882960,49,,,,,
HQZen Sidebar Header elements returns two results from the DOM,5580069.0,2.0,9.0,9.0,1,1.9219712525667400,49,,,,,
Scheduled Task: An unrepeated task that falls on Sunday doesn't reflect on calendar view,12726000.0,16.0,10.0,10.0,1,3.780971937029430,17,,,,,
Operations: Upon clicking a card the page loads infinitely,4652000.0,8.0,90.0,90.0,1,2.236824093086930,45,,,,,
Administration - Workforce - Employees: Modify design of employee shift for consistency,3455664.0,6.0,80.0,90.0,1,1.9164955509924700,49,,,,,
Goal Milestone - Card - Attachment: User cannot view video and document attachments,9937000.0,10.0,90.0,90.0,1,2.0752908966461300,45,,,,,
Boards - Filter cards by Author: Sort first names in alphabetical order,6112000.0,3.0,100.0,100.0,1,1.2785763175906900,55,,,,,
Administration - Staff - Edit employment rule: Place the icon next to the label,4805000.0,4.0,5.0,5.0,1,2.2477754962354600,49,,,,,
Desktop App : Clicking the Boards tab will redirect to infinite skeletal loading in HQZen,3900000.0,6.0,9.0,9.0,1,0.9911019849418210,13,,,,,
Forms - Authored - Archive: Change the icon to its outlined version,2620711.9860000000,4.0,5.0,5.0,1,1.7467488021902800,49,,,,,
Administration - Departments: Remove the horizontal scroll on the people picker,5790804.0,4.0,8.0,8.0,1,1.9219712525667400,49,,,,,
Card - Activity: Incorrect icon displayed for due date changes activity,5957928.002000000,8.0,90.0,95.0,1,1.2785763175906900,55,,,,,
Settings: Incorrect description and constant display of loading icon on button,9048000.0,6.0,10.0,10.0,1,3.780971937029430,17,,,,,
HQZen: Change the search bar's format in searching for a card,3589086.0,12.0,8.0,7.0,1,3.800136892539360,15,,,,,
Workforce Permissions: Place the workforce option below the dropdown field.,7175418.0,8.0,9.0,9.0,1,2.841889117043120,15,,,,,
Timelog: The time worked area is not contained well upon scrolling down,19198227.063000000,12.0,10.0,10.0,1,3.780971937029430,15,,,,,
Administration - Scheduled Tasks: Modify design of employee shift for consistency,3487530.0,3.0,100.0,100.0,1,1.9219712525667400,49,,,,,
Fix Failing Selenium Pipeline: ApplyBPO,6622000.0,16.0,90.0,100.0,1,1.2813141683778200,8,,,,,
Migrate to HQZen: Manager/Supervisor - Overtime Requests,4723000.0,4.0,5.0,5.0,1,5.429158110882960,49,,,,,
Migrate to HQZen: Manager/Supervisor - Leave Requests,2243000.0,16.0,80.0,80.0,1,1.1827515400410700,49,,,,,
Migrate to HQZen: Manager/Supervisor - Incident Reports,5897000.0,4.0,5.0,5.0,1,5.429158110882960,49,,,,,
Migrate to HQZen: Manager/Supervisor - Accountabilities,2172000.0,4.0,5.0,5.0,1,5.429158110882960,49,,,,,
Employment - My Job,8220000.0,4.0,5.0,5.0,1,2.91854893908282,40,,,,,
Employment-Contracts: Some dropdown options are placed within the dropdown fields,8629929.0,10.0,10.0,10.0,1,3.800136892539360,15,,,,,
S&M - Tables and Empty States,3827000.0,4.0,5.0,5.0,1,2.91854893908282,40,,,,,
S&M - Payroll Issues - Timelog Issues - Details Page - Screenshots and Activities,6660000.0,16.0,80.0,90.0,1,2.2477754962354600,49,,,,,
S&M - Payroll Issues - Schedule Issues - Details Page,9398724.716,16.0,90.0,100.0,1,1.9164955509924700,49,,,,,
S&M - Payroll Issues - Timelog Issues - Details Page,8022564.0,12.0,100.0,100.0,1,1.1827515400410700,40,,,,,
S&M - Leave Requests - Details Page,11878000.0,12.0,100.0,100.0,1,5.429158110882960,40,,,,,
S&M - OT Requests - Details Page,6128000.0,16.0,80.0,100.0,1,1.1827515400410700,40,,,,,
S&M - Filter Options,10681061.0,16.0,80.0,100.0,1,2.2477754962354600,40,,,,,
Feature Milestones - Add a comma after the day in the date,2454000.0,2.0,10.0,10.0,1,1.9219712525667400,40,,,,,
Administration-Staff: The schedule days will not reflect when changing the schedule.,21382000.0,8.0,8.0,8.0,1,3.3401779603011600,39,,,,,
Milestones - Feature Milestones: Add a gap between the reply button and the sender's name,3679000.0,3.0,80.0,90.0,1,1.9164955509924700,40,,,,,
Job offer accepted - include sender to the recipient for the job offer notification,4124000.0,4.0,100.0,100.0,1,1.1827515400410700,40,,,,,
Investigate Signup issue preventing users from signing in,15323424.0,4.0,5.0,5.0,1,2.841889117043120,15,,,,,
Board - Card Creation - Set up estimations: Remove unnecessary line,2382000.0,2.0,9.0,9.0,1,1.9219712525667400,40,,,,,
Personal Board: User is unable to add Attachments on Mobile,13560762.0,16.0,10.0,10.0,1,1.8453114305270400,15,,,,,
Boards - Cards: Remove excess space between the icon and label of card author,2820000.0,4.0,5.0,5.0,1,1.4428473648186200,40,,,,,
Command Boards: Templating: Archived Status Prompt,11220000.0,16.0,100.0,100.0,1,2.108145106091720,33,,,,,
Administration - staff: Unable to view contracts under the 201 files,3860352.0,4.0,5.0,5.0,1,2.113620807665980,39,,,,,
Boards - Form: Remove all the buttons in the Archived forms and replaced it with restore button,13429179.0,9.0,10.0,10.0,1,2.113620807665980,39,,,,,
Administration - Workforce: Removal of Onboarding Tab,4864340.0,12.0,10.0,10.0,1,2.113620807665980,39,,,,,
Optimize Page Scripts: Milestones page,11172332.0,15.0,80.0,95.0,1,2.631074606433950,13,,,,,
Recruitment - Send Job Offer: Fixed the position of the Allow Overtime section,956000.0,2.0,100.0,100.0,1,1.9219712525667400,40,,,,,
Platform Settings - Configure Websites: Add button remains disabled after inputting valid URL,9911000.0,8.0,100.0,100.0,1,2.2477754962354600,39,,,,,
Platform Settings - Employees: Disable editing on configured setup on Default Template column,10800000.0,5.0,8.0,8.0,1,3.3401779603011600,39,,,,,
Desktop App: Timed in-task is not clickable,4140000.0,8.0,100.0,100.0,1,5.429158110882960,40,,,,,
Optimize Page Scripts: Requests page,10620000.0,13.0,100.0,100.0,1,2.0150581793292300,13,,,,,
Connecting Scripts: Send Job Offer workflow,12331000.0,16.0,100.0,100.0,1,1.2813141683778200,13,,,,,
Optimize Page Scripts: HR Portal - Payrolls Page,7800000.0,14.0,100.0,100.0,1,2.0150581793292300,13,,,,,
Platform Settings: Members added using Select All button doesn't reflect after saving the platform setting,8763000.0,8.0,7.0,7.0,1,2.2477754962354600,39,,,,,
Firebase: Preference Crash,19183968.164,16.0,10.0,10.0,1,3.780971937029430,15,,,,,
Check for active overtime requests for strict schedule users,147679147.0,16.0,10.0,10.0,1,3.780971937029430,15,,,,,
Organization: Remove Employees tab under HR Admins section in new employment policy modal,2261265.0,8.0,8.0,8.0,1,3.3401779603011600,39,,,,,
Contracts- Expiring contracts: Inconsistency between column Headers and subheaders,7505190.0,10.0,10.0,10.0,1,2.113620807665980,39,,,,,
Get-Started: Need for a Page Loader/Spinner for Transitioning between Pages,14168821.0,4.0,8.0,8.0,1,3.3401779603011600,39,,,,,
Administration - Workforce - Employment Policies: Redesign summary page,16646827.000000000,12.0,10.0,10.0,1,2.113620807665980,39,,,,,
Administration - Schedule Templates: Modify the design of the view schedule templates modal,8880000.0,16.0,100.0,100.0,1,2.2477754962354600,39,,,,,
Administration - Workforce - Employment Policies: Add a view HR admins modal for viewing all HR admins,2987170.0,4.0,5.0,5.0,1,2.113620807665980,39,,,,,
Task: Working overtime button was observed to the employees with scheduled ending 11:59 pm,13354118.0,16.0,8.0,9.0,1,1.8453114305270400,15,,,,,
Personal Board and Board- Cards : Add previous and next button in viewing multiple attachments,7887000.0,13.0,100.0,100.0,1,1.9219712525667400,40,,,,,
Cleanup util files and move them to DateTimeUtil,10321000.0,16.0,8.0,8.0,1,3.8193018480492800,15,,,,,
Create New Scripts: HR - Schedule Templates: Verify if HR can create multiple schedules in one template,10177081.0,9.0,100.0,100.0,1,1.998631074606430,13,,,,,
Create New Scripts: Tags: Starting Fixtures and Smoke Tests,14986577.0,10.0,100.0,100.0,1,1.998631074606430,13,,,,,
Forms - Create Form: Disable the delete button if there's only one question item left,3540000.0,3.0,80.0,90.0,1,2.2477754962354600,49,,,,,
Boards - Card Creation: The formatting toolbar and input fields for adding link should not overlap,2619000.0,5.0,80.0,80.0,1,1.1827515400410700,40,,,,,
Desktop App: No Time out cause for continuing with no task,3138282.0,5.0,6.0,6.0,1,2.113620807665980,19,,,,,
Desktop App-Sign In: A long text password overlaps the icons,4567000.0,4.0,5.0,5.0,1,1.730321697467490,19,,,,,
Desktop App-Sign In: CapsLock icon did not display when inputting first lowercase letters followed by capital letters,20580000.0,8.0,8.0,8.0,1,2.2477754962354600,15,,,,,
Desktop App - Scheduled Task: Upcoming scheduled task can be marked as Done,5722000.0,4.0,5.0,5.0,1,1.730321697467490,19,,,,,
Desktop App: Editing a subtask does not automatically reflect on the tracker,4538595.0,8.0,8.0,8.0,1,2.113620807665980,19,,,,,
Desktop App-Scheduled Task: Mark as done button is not working,3904000.0,4.0,5.0,5.0,1,1.730321697467490,19,,,,,
Personal Board: Different behavior experience per tabs when searching a non-existent card,13542416.0,12.0,10.0,10.0,1,3.780971937029430,15,,,,,
Boards - Filter cards by: Sort milestone and tag options in alphabetical order,9479864.0,6.0,100.0,100.0,1,1.5003422313483900,42,,,,,
Milestone-Feature: Adding a duplicate set of questions still be accepted,9227000.0,12.0,10.0,10.0,1,2.2286105407255300,27,,,,,
Milestones - Edit Milestone: Number of Questions on a Question Set is always at 0,4145696.5240000000,6.0,100.0,100.0,1,1.2320328542094500,45,,,,,
Boards - Card: Invalid card id message upon entering card ID,3492000.0,7.0,10.0,10.0,1,2.2806297056810400,55,,,,,
"Scheduled Tasks: ""No scheduled tasks"" empty state is seen after clearing the text inputted in search bar",5899000.0,4.0,5.0,5.0,1,1.73305954825462,55,,,,,
Boards - Cards: Enable card member to add themselves as estimator to a group estimation card task,14655000.0,30.0,80.0,100.0,1,1.2785763175906900,55,,,,,
Board - HQZen: Board displays an empty state,10500000.0,7.0,100.0,100.0,1,1.5003422313483900,55,,,,,
Boards: Lost Image/ Avatar after Editing on Card,10464000.0,7.0,100.0,100.0,1,2.2806297056810400,55,,,,,
Boards: Replied comment in Activity is not displayed well,8535329.395000000,6.0,9.0,9.0,1,2.2642026009582500,55,,,,,
Boards: Buttons in Activity are not well contained,9000000.0,6.0,9.0,9.0,1,2.2642026009582500,55,,,,,
Feature Milestones: Add a successful modal when closing a milestone,5943000.0,8.0,85.0,100.0,1,1.2785763175906900,29,,,,,
Board - Card: unable to close the estimation,14460000.0,8.0,9.0,9.0,1,2.2642026009582500,55,,,,,
